fecha_documento,monto,moneda,glosa,centro_costo,referencia,cuenta_contable
2026-06-21,1122729.0,USD,Regularizacion - Clientes,CC-006,DOC-000271,1201
2026-06-04,2516361.0,CLP,Devolucion - Gastos Administrativos,CC-006,DOC-000696,5102
2026-07-05,1261684.0,CLP,Provision mensual - Inventario,CC-007,DOC-001687,1301
2026-05-31,-357694.0,CLP,Nota de credito - Capital,CC-008,DOC-000244,3101
2026-07-19,2719920.0,CLP,Anticipo - Ventas,CC-008,DOC-002813,4101
2026-08-01,-1123904.0,CLP,Cobro cliente - Ventas,CC-006,DOC-000476,4101
2026-08-06,2427706.0,CLP,Pago de servicios - Proveedores,CC-008,DOC-002785,2101
2026-06-26,715508.0,CLP,Provision mensual - Gastos Administrativos,CC-005,DOC-002843,5102
2026-06-20,1774258.0,CLP,Nota de credito - Caja,CC-003,DOC-002298,1101
2026-06-02,2966676.0,USD,Devolucion - Caja,CC-005,DOC-002448,1101
2026-05-31,1019812.0,CLP,Compra de mercaderia - Proveedores,CC-008,DOC-002783,2101
2026-07-14,-507511.0,CLP,Pago a proveedor - Gastos de Venta,CC-003,DOC-002659,5103
2026-06-14,-326669.0,CLP,Cobro cliente - Gastos de Venta,CC-006,DOC-002554,5103
2026-05-25,984628.0,USD,Regularizacion - Proveedores,CC-008,DOC-002159,2101
2026-07-30,201916.0,CLP,Transferencia interna - Ventas,CC-007,DOC-000250,4101
2026-05-12,-290075.0,CLP,Cobro cliente - Prestamos Bancarios,CC-003,DOC-000413,2201
2026-05-19,2377421.0,CLP,Devolucion - Bancos,CC-005,DOC-000545,1102
2026-06-29,1850229.0,CLP,Ajuste contable - Costo de Ventas,CC-002,DOC-001193,5101
2026-06-30,1827198.0,CLP,Provision mensual - Gastos Administrativos,CC-007,DOC-000738,5102
2026-06-02,-2982400.0,USD,Cobro cliente - Impuestos por Pagar,CC-008,DOC-000310,2102
2026-06-08,2976901.0,CLP,Nota de debito - Costo de Ventas,CC-001,DOC-001979,5101
2026-08-01,-115449.0,CLP,Transferencia interna - Gastos de Venta,CC-001,DOC-000893,5103
2026-06-11,-102659.0,CLP,Cobro cliente - Gastos de Venta,CC-007,DOC-001131,5103
2026-07-29,997298.0,CLP,Regularizacion - Clientes,CC-002,DOC-001449,1201
2026-07-21,-69285.0,CLP,Cobro cliente - Ventas,CC-007,DOC-002907,4101
2026-05-15,1269369.0,CLP,Nomina - Clientes,CC-008,DOC-000015,1201
2026-05-13,-744452.0,CLP,Ajuste contable - Impuestos por Pagar,CC-002,DOC-001950,2102
2026-08-08,-2069304.0,CLP,Ajuste contable - Capital,CC-005,DOC-000721,3101
2026-06-25,2770342.0,USD,Pago a proveedor - Costo de Ventas,CC-003,DOC-001420,5101
2026-05-21,2436907.0,CLP,Ajuste contable - Proveedores,CC-001,DOC-002633,2101
2026-06-07,-2343502.0,CLP,Regularizacion - Impuestos por Pagar,CC-002,DOC-000981,2102
2026-05-17,-604993.0,USD,Nota de credito - Ventas,CC-003,DOC-001874,4101
2026-07-11,54681.0,CLP,Compra de mercaderia - Bancos,CC-001,DOC-001539,1102
2026-06-20,317994.0,USD,Pago a proveedor - Bancos,CC-002,DOC-002530,1102
2026-06-17,1005492.0,CLP,Compra de mercaderia - Caja,CC-002,DOC-001550,1101
2026-08-03,1838143.0,CLP,Compra de mercaderia - Bancos,CC-002,DOC-002422,1102
2026-07-20,-1306855.0,CLP,Transferencia interna - Capital,CC-002,DOC-000363,3101
2026-05-15,73639.0,CLP,Anticipo - Clientes,CC-002,DOC-002768,1201
2026-07-18,-2610239.0,CLP,Nomina - Impuestos por Pagar,CC-002,DOC-000182,2102
2026-06-19,342972.0,USD,Cobro cliente - Inventario,CC-008,DOC-000985,1301
2026-05-22,2079107.0,CLP,Ajuste contable - Proveedores,CC-004,DOC-001990,2101
2026-08-05,-1490312.0,USD,Devolucion - Capital,CC-004,DOC-001194,3101
2026-03-04,1202651.0,CLP,Compra de mercaderia - Clientes,CC-007,DOC-001769,1201
2026-08-07,1111774.0,CLP,Anticipo - Caja,CC-007,DOC-001675,1101
2026-06-05,1025423.0,CLP,Nota de debito - Ventas,CC-005,DOC-001121,4101
2025-07-12,-1462465.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-004,DOC-000187,2201
2026-07-01,2876183.0,CLP,Pago de servicios - Costo de Ventas,CC-004,DOC-000619,5101
2026-05-30,-2713450.0,CLP,Nota de debito - Capital,CC-001,DOC-001612,3101
2026-08-10,1178617.0,CLP,Nota de debito - Ventas,CC-001,DOC-001175,4101
2026-05-31,161348.0,CLP,Nomina - Bancos,CC-002,DOC-001182,1102
2026-05-21,2316743.0,CLP,Regularizacion - Bancos,CC-005,DOC-002384,1102
2026-05-15,62194.0,CLP,Compra de mercaderia - Bancos,CC-008,DOC-002715,1102
2026-06-06,-431653.0,CLP,Anticipo - Prestamos Bancarios,CC-005,DOC-000614,2201
2026-05-25,2480926.0,CLP,Regularizacion - Costo de Ventas,CC-006,DOC-001513,5101
2026-07-27,-838733.0,CLP,Transferencia interna - Gastos de Venta,CC-003,DOC-001466,5103
2026-05-16,2446467.0,CLP,Nomina - Ventas,CC-001,DOC-000401,4101
2026-06-26,1430100.0,CLP,Nomina - Gastos Administrativos,CC-008,DOC-000994,5102
2026-06-03,-2698856.0,CLP,Devolucion - Gastos de Venta,CC-002,DOC-000934,5103
2026-05-21,911984.0,CLP,Ajuste contable - Gastos Administrativos,CC-007,DOC-000371,5102
2026-05-12,2075854.0,CLP,Nota de debito - Costo de Ventas,CC-005,DOC-001922,5101
2026-04-11,2246231.0,CLP,Provision mensual - Clientes,CC-007,DOC-002306,1201
2025-12-20,-1672013.0,CLP,Anticipo - Prestamos Bancarios,CC-005,DOC-000593,2201
2026-06-04,145751.0,CLP,Regularizacion - Costo de Ventas,CC-004,DOC-001910,5101
2026-08-02,1976577.0,CLP,Nomina - Costo de Ventas,CC-004,DOC-000726,5101
2026-07-01,-816801.0,CLP,Anticipo - Ventas,CC-004,DOC-000826,4101
2026-08-05,2879771.0,CLP,Nota de debito - Caja,CC-004,DOC-001674,1101
2026-05-16,-1533781.0,CLP,Cobro cliente - Proveedores,CC-007,DOC-000687,2101
2026-05-24,-1383571.0,CLP,Compra de mercaderia - Capital,CC-006,DOC-002215,3101
2026-06-09,-2617787.0,CLP,Cobro cliente - Impuestos por Pagar,CC-004,DOC-000136,2102
2026-07-25,-2087881.0,CLP,Pago de servicios - Capital,CC-004,DOC-002764,3101
2026-06-26,126057.0,CLP,Compra de mercaderia - Gastos de Venta,CC-006,DOC-000628,5103
2026-05-30,-2592934.0,CLP,Pago a proveedor - Impuestos por Pagar,CC-005,DOC-000334,2102
2026-07-18,-947167.0,CLP,Pago a proveedor - Capital,CC-006,DOC-000390,3101
2026-07-06,-2519207.0,USD,Compra de mercaderia - Capital,CC-003,DOC-002309,3101
2026-07-26,-2546542.0,CLP,Nomina - Impuestos por Pagar,CC-001,DOC-001109,2102
2026-05-29,-2470860.0,USD,Anticipo - Proveedores,CC-008,DOC-001737,2101
2026-06-16,1782977.0,CLP,Pago a proveedor - Caja,CC-008,DOC-002698,1101
2026-07-23,-172835.0,CLP,Cobro cliente - Impuestos por Pagar,CC-008,DOC-000710,2102
2026-07-29,-2474081.0,CLP,Regularizacion - Impuestos por Pagar,CC-002,DOC-001039,2102
2026-07-31,2990360.0,CLP,Regularizacion - Inventario,CC-007,DOC-002714,1301
2026-05-24,1989459.0,CLP,Regularizacion - Clientes,CC-008,DOC-001850,1201
2026-06-22,-431307.0,CLP,Nota de debito - Ventas,CC-004,DOC-002595,4101
2025-08-18,2106998.0,CLP,Cobro cliente - Inventario,CC-007,DOC-001561,1301
2026-06-10,491728.0,CLP,Regularizacion - Clientes,CC-004,DOC-002757,1201
2026-05-27,2865808.0,CLP,Anticipo - Clientes,CC-007,DOC-001594,1201
2026-07-29,1304036.0,CLP,Regularizacion - Gastos Administrativos,CC-007,DOC-002750,5102
2026-06-17,1243161.0,CLP,Transferencia interna - Inventario,CC-006,DOC-001112,1301
2026-06-02,2385565.0,USD,Nota de debito - Gastos Administrativos,CC-006,DOC-000465,5102
2026-06-27,2664545.0,CLP,Compra de mercaderia - Proveedores,CC-005,DOC-001560,2101
2026-05-30,-2357147.0,USD,Ajuste contable - Impuestos por Pagar,CC-006,DOC-001223,2102
2026-05-27,1311372.0,USD,Ajuste contable - Costo de Ventas,CC-001,DOC-001953,
2026-05-14,2026931.0,CLP,Ajuste contable - Gastos de Venta,CC-001,DOC-001087,5103
2026-07-29,1319742.0,CLP,Pago a proveedor - Gastos de Venta,CC-001,DOC-002348,5103
2026-07-04,1403796.0,CLP,Nomina - Gastos de Venta,CC-004,DOC-001508,5103
2026-05-23,-683937.0,CLP,Transferencia interna - Impuestos por Pagar,CC-005,DOC-001104,2102
2026-05-19,2211218.0,CLP,Nota de credito - Inventario,CC-001,DOC-001988,1301
2025-08-05,1467507.0,USD,Regularizacion - Clientes,CC-001,DOC-000338,1201
2026-06-14,-705839.0,CLP,Nota de debito - Capital,CC-008,DOC-000215,3101
2026-07-12,-69223.0,CLP,Nota de debito - Prestamos Bancarios,CC-004,DOC-001615,2201
2026-05-20,-1259933.0,CLP,Provision mensual - Prestamos Bancarios,CC-006,DOC-001916,2201
2026-07-27,545479.0,CLP,Anticipo - Costo de Ventas,CC-008,DOC-002514,5101
2026-07-23,-671580.0,CLP,Transferencia interna - Impuestos por Pagar,CC-003,DOC-002804,2102
2026-05-18,912275.0,USD,Devolucion - Proveedores,CC-008,DOC-001592,2101
2026-06-09,-327078.0,CLP,Anticipo - Prestamos Bancarios,CC-002,DOC-002240,2201
2026-07-08,1842068.0,CLP,Provision mensual - Caja,CC-006,DOC-001684,1101
2025-12-08,712681.0,CLP,Cobro cliente - Inventario,CC-006,DOC-002522,1301
2026-05-12,-99727.0,CLP,Provision mensual - Gastos de Venta,CC-006,DOC-000816,5103
2026-03-10,-1185539.0,CLP,Cobro cliente - Impuestos por Pagar,CC-006,DOC-001067,2102
2026-05-30,179961.0,CLP,Anticipo - Caja,CC-002,DOC-002003,1101
2026-06-21,2971894.0,CLP,Compra de mercaderia - Costo de Ventas,CC-006,DOC-000274,5101
2026-07-11,-2383801.0,CLP,Devolucion - Prestamos Bancarios,CC-006,DOC-002244,2201
2026-06-27,167706.0,CLP,Cobro cliente - Costo de Ventas,CC-001,DOC-000865,5101
2026-05-27,-2929938.0,CLP,Cobro cliente - Gastos de Venta,CC-004,DOC-000101,5103
2026-06-09,2877855.0,CLP,Devolucion - Caja,CC-007,DOC-001501,1101
2026-07-03,2641752.0,CLP,Provision mensual - Costo de Ventas,CC-008,DOC-002149,5101
2026-05-23,1901065.0,CLP,Pago de servicios - Bancos,CC-007,DOC-000171,1102
2026-05-23,680933.0,CLP,Transferencia interna - Costo de Ventas,CC-008,DOC-000107,5101
2026-05-29,-1642023.0,CLP,Regularizacion - Capital,CC-005,DOC-001862,3101
2026-05-29,68700.0,CLP,Nota de debito - Costo de Ventas,CC-001,DOC-001521,5101
2026-06-10,-2152539.0,USD,Transferencia interna - Impuestos por Pagar,CC-006,DOC-002168,2102
2026-06-09,-2034189.0,CLP,Regularizacion - Capital,CC-007,DOC-002202,3101
2026-06-14,1077547.0,CLP,Compra de mercaderia - Gastos de Venta,CC-008,DOC-002054,5103
2026-07-23,2405461.0,CLP,Pago a proveedor - Proveedores,CC-003,DOC-001764,2101
2026-08-04,-1949968.0,CLP,Compra de mercaderia - Impuestos por Pagar,CC-008,DOC-002033,2102
2026-05-15,1165416.0,CLP,Nota de credito - Costo de Ventas,CC-008,DOC-001962,5101
2026-06-14,-403045.0,USD,Nomina - Gastos de Venta,CC-006,DOC-002250,5103
2026-05-28,-2138785.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-003,DOC-002340,2201
2026-05-18,-423002.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-008,DOC-002575,2201
2026-05-17,1486123.0,CLP,Nomina - Inventario,CC-007,DOC-001924,1301
2026-05-20,-1632185.0,CLP,Ajuste contable - Impuestos por Pagar,CC-008,DOC-000295,2102
2026-06-15,-745251.0,USD,Provision mensual - Prestamos Bancarios,CC-008,DOC-000712,2201
2026-06-14,-781279.0,CLP,Nota de debito - Gastos de Venta,CC-008,DOC-000072,5103
2026-06-01,-2464127.0,CLP,Pago a proveedor - Gastos de Venta,CC-008,DOC-001952,5103
2026-05-14,1648299.0,USD,Cobro cliente - Proveedores,CC-001,DOC-002269,2101
2026-06-15,2766298.0,CLP,Nomina - Clientes,CC-007,DOC-002561,1201
2025-11-23,1206812.0,USD,Provision mensual - Clientes,CC-004,DOC-002885,1201
2026-05-24,666581.0,CLP,Transferencia interna - Clientes,CC-003,DOC-000481,1201
2026-06-15,-2195692.0,CLP,Ajuste contable - Impuestos por Pagar,CC-003,DOC-002218,2102
2026-07-23,2260339.0,CLP,Nomina - Bancos,CC-008,DOC-001530,1102
2026-07-23,-2443611.0,CLP,Transferencia interna - Impuestos por Pagar,CC-007,DOC-002115,2102
2026-02-08,-2428076.0,CLP,Ajuste contable - Prestamos Bancarios,CC-006,DOC-001514,2201
2026-07-19,-462392.0,CLP,Pago a proveedor - Ventas,CC-006,DOC-002197,4101
2026-05-29,-2978523.0,CLP,Nomina - Impuestos por Pagar,CC-004,DOC-001490,2102
2026-08-08,2975894.0,CLP,Regularizacion - Inventario,CC-005,DOC-001171,1301
2026-04-22,2553363.0,CLP,Anticipo - Clientes,CC-004,DOC-002452,1201
2026-07-08,206138.0,CLP,Provision mensual - Ventas,CC-002,DOC-002429,4101
2026-07-07,2870220.0,CLP,Regularizacion - Ventas,CC-004,DOC-002073,4101
2026-05-28,374277.0,CLP,Transferencia interna - Caja,CC-007,DOC-002216,1101
2026-06-03,1398565.0,CLP,Devolucion - Bancos,CC-005,DOC-002271,1102
2026-06-30,-1747957.0,CLP,Nota de credito - Capital,CC-002,DOC-000405,3101
2026-07-10,2847078.0,USD,Compra de mercaderia - Bancos,CC-001,DOC-000757,1102
2026-06-16,2114132.0,USD,Provision mensual - Gastos de Venta,CC-008,DOC-001956,5103
2026-08-01,-1804856.0,CLP,Nomina - Impuestos por Pagar,CC-003,DOC-002184,2102
2026-06-03,-943887.0,CLP,Nota de credito - Ventas,CC-006,DOC-001951,4101
2026-07-30,-886236.0,CLP,Provision mensual - Capital,CC-005,DOC-000097,3101
2026-06-04,1468247.0,CLP,Nota de credito - Ventas,CC-002,DOC-001333,4101
2026-06-28,-716758.0,USD,Nomina - Impuestos por Pagar,CC-007,DOC-002389,2102
2026-07-03,280256.0,CLP,Provision mensual - Inventario,CC-002,DOC-000743,1301
2026-07-15,2399695.0,USD,Nomina - Gastos Administrativos,CC-001,DOC-000806,5102
2026-05-15,-2934949.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-007,DOC-002769,2201
2026-05-29,-592880.0,CLP,Ajuste contable - Capital,CC-003,DOC-001896,3101
2026-07-30,181659.0,CLP,Cobro cliente - Gastos Administrativos,CC-004,DOC-002499,5102
2026-06-28,629941.0,CLP,Regularizacion - Inventario,CC-006,DOC-001535,1301
2026-06-27,2207652.0,CLP,Devolucion - Inventario,CC-005,DOC-002050,1301
2026-06-26,628262.0,CLP,Nomina - Clientes,CC-008,DOC-002010,1201
2026-05-22,1940790.0,CLP,Transferencia interna - Gastos Administrativos,CC-001,DOC-000148,5102
2026-06-14,-326669.0,CLP,Cobro cliente - Gastos de Venta,CC-006,DOC-002554,5103
2026-06-25,2095738.0,CLP,Cobro cliente - Costo de Ventas,CC-005,DOC-002053,5101
2026-06-30,40079.0,CLP,Pago de servicios - Inventario,CC-004,DOC-001902,1301
2026-06-07,2971054.0,CLP,Nota de credito - Costo de Ventas,CC-008,DOC-001315,5101
2026-07-11,1987758.0,USD,Nota de credito - Caja,CC-002,DOC-000692,1101
2026-07-30,1334103.0,CLP,Transferencia interna - Caja,CC-003,DOC-000818,1101
2026-06-17,1996202.0,CLP,Cobro cliente - Ventas,CC-004,DOC-001728,4101
2026-05-25,-306781.0,CLP,Transferencia interna - Capital,CC-006,DOC-001386,3101
2026-06-28,-363660.0,CLP,Devolucion - Ventas,CC-006,DOC-002281,4101
2026-07-02,1745254.0,USD,Pago de servicios - Costo de Ventas,CC-004,DOC-002733,5101
2026-06-23,403984.0,CLP,Regularizacion - Bancos,CC-004,DOC-001599,1102
2026-05-23,2415275.0,CLP,Anticipo - Costo de Ventas,CC-007,DOC-002610,5101
,-2308476.0,CLP,Pago a proveedor - Prestamos Bancarios,CC-008,DOC-002457,2201
2026-06-03,-29910.0,USD,Nota de debito - Impuestos por Pagar,CC-008,DOC-000701,2102
2026-06-15,373715.0,USD,Pago a proveedor - Caja,CC-008,DOC-001878,1101
2026-07-07,-400943.0,CLP,Provision mensual - Gastos de Venta,CC-008,DOC-002656,5103
2026-06-10,-2430101.0,CLP,Cobro cliente - Prestamos Bancarios,CC-008,DOC-000921,2201
2026-06-14,-2165424.0,CLP,Transferencia interna - Impuestos por Pagar,CC-002,DOC-001424,2102
2026-06-09,1782262.0,CLP,Transferencia interna - Ventas,CC-004,DOC-001708,4101
2026-07-26,-2959878.0,CLP,Nota de debito - Ventas,CC-004,DOC-000905,4101
2026-08-05,648987.0,CLP,Nota de credito - Gastos de Venta,CC-004,DOC-000454,5103
2025-12-02,-1063030.0,CLP,Nota de credito - Prestamos Bancarios,CC-005,DOC-002185,2201
2026-05-21,442017.0,CLP,Provision mensual - Gastos Administrativos,CC-004,DOC-002304,5102
2026-07-19,2304693.0,CLP,Pago de servicios - Inventario,CC-001,DOC-001771,1301
2026-06-04,345380.0,CLP,Transferencia interna - Clientes,CC-006,DOC-000167,1201
2026-05-27,771536.0,CLP,Cobro cliente - Ventas,CC-001,DOC-000730,4101
2026-06-09,-1311694.0,CLP,Nomina - Impuestos por Pagar,CC-002,DOC-002188,2102
2026-05-29,1106372.0,USD,Anticipo - Gastos de Venta,CC-001,DOC-001310,5103
2026-08-06,2579608.0,CLP,Provision mensual - Inventario,CC-005,DOC-000026,1301
2026-07-18,654896.0,CLP,Transferencia interna - Clientes,CC-003,DOC-002059,1201
2026-07-13,1698380.0,USD,Devolucion - Bancos,CC-007,DOC-001652,1102
2026-06-10,1974461.0,CLP,Cobro cliente - Clientes,CC-005,DOC-001622,1201
2026-07-28,-1850246.0,CLP,Regularizacion - Impuestos por Pagar,CC-004,DOC-000587,2102
2026-08-07,2083439.0,CLP,Devolucion - Clientes,CC-003,DOC-002016,1201
2026-06-30,-462446.0,CLP,Cobro cliente - Prestamos Bancarios,CC-002,DOC-000997,2201
2026-05-14,-1274342.0,CLP,Ajuste contable - Gastos de Venta,CC-006,DOC-001176,5103
2026-07-31,-234199.0,CLP,Nota de credito - Gastos de Venta,CC-007,DOC-001700,5103
2026-06-01,-2214668.0,CLP,Pago a proveedor - Impuestos por Pagar,CC-001,DOC-001040,2102
2026-06-10,645173.0,CLP,Pago a proveedor - Clientes,CC-003,DOC-000033,1201
2026-05-23,676457.0,CLP,Regularizacion - Inventario,CC-002,DOC-001809,1301
2026-07-26,528849.0,CLP,Nota de debito - Clientes,CC-008,DOC-002626,1201
2026-06-17,-599245.0,CLP,Nota de credito - Gastos de Venta,CC-003,DOC-001379,5103
2026-08-01,-32900.0,CLP,Anticipo - Impuestos por Pagar,CC-002,DOC-000041,2102
2026-05-29,786622.0,CLP,Regularizacion - Bancos,CC-004,DOC-001791,1102
2026-01-14,-811019.0,USD,Compra de mercaderia - Prestamos Bancarios,CC-008,DOC-002189,2201
2026-06-05,-384698.0,CLP,Nota de debito - Gastos de Venta,CC-001,DOC-002606,5103
2026-05-24,2760397.0,USD,Devolucion - Inventario,CC-007,DOC-001972,1301
2026-07-29,-2686501.0,CLP,Nomina - Ventas,CC-002,DOC-002289,4101
2026-07-06,2527763.0,CLP,Compra de mercaderia - Caja,CC-006,DOC-001925,1101
2026-06-15,1147334.0,CLP,Pago a proveedor - Costo de Ventas,CC-008,DOC-000609,5101
2026-05-29,872324.0,CLP,Cobro cliente - Bancos,CC-006,DOC-001132,1102
2026-06-19,575278.0,CLP,Nomina - Inventario,CC-006,DOC-000028,1301
2026-07-05,2321715.0,CLP,Cobro cliente - Bancos,CC-008,DOC-000441,1102
2026-06-30,1111851.0,CLP,Ajuste contable - Proveedores,CC-007,DOC-002355,2101
2026-05-15,2711482.0,CLP,Devolucion - Bancos,CC-002,DOC-002798,1102
2026-07-27,928518.0,CLP,Transferencia interna - Bancos,CC-005,DOC-000493,1102
2025-07-16,-1349490.0,CLP,Nota de credito - Impuestos por Pagar,CC-004,DOC-001258,2102
2026-07-23,-2610227.0,CLP,Nota de credito - Proveedores,CC-001,DOC-001301,2101
2026-07-09,251094.0,CLP,Nomina - Inventario,CC-005,DOC-002365,1301
2026-06-23,1224855.0,CLP,Devolucion - Bancos,CC-004,DOC-001382,1102
2026-05-18,2101227.0,CLP,Nota de credito - Clientes,CC-001,DOC-001304,1201
2026-06-16,1809348.0,CLP,Pago de servicios - Gastos de Venta,CC-002,DOC-000236,5103
2026-07-04,-485319.0,CLP,Provision mensual - Impuestos por Pagar,CC-008,DOC-000551,2102
2026-07-02,2139658.0,CLP,Compra de mercaderia - Costo de Ventas,CC-007,DOC-000520,5101
2026-06-23,-1624159.0,CLP,Ajuste contable - Impuestos por Pagar,CC-003,DOC-002446,2102
2026-06-13,829946.0,CLP,Cobro cliente - Ventas,CC-007,DOC-001232,4101
2026-05-17,1872650.0,CLP,Nomina - Bancos,CC-006,DOC-001138,1102
2026-07-01,2945119.0,CLP,Nota de debito - Clientes,CC-006,DOC-000720,1201
2026-05-21,-1731808.0,CLP,Nomina - Gastos de Venta,CC-002,DOC-000735,5103
2026-07-22,2654974.0,CLP,Anticipo - Costo de Ventas,CC-001,DOC-002653,5101
2026-07-19,-840495.0,CLP,Nomina - Prestamos Bancarios,CC-004,DOC-001750,2201
2026-06-27,2186992.0,CLP,Anticipo - Bancos,CC-002,DOC-000058,1102
2026-06-02,-1712630.0,CLP,Anticipo - Gastos de Venta,CC-002,DOC-000631,5103
2025-09-27,169093.0,CLP,Nomina - Clientes,CC-002,DOC-001181,1201
2026-05-20,2830140.0,CLP,Nota de credito - Ventas,CC-007,DOC-002203,4101
2026-05-15,-228035.0,USD,Nota de credito - Capital,CC-002,DOC-000592,3101
2026-07-27,1449095.0,CLP,Provision mensual - Clientes,CC-004,DOC-001303,1201
2026-07-29,-2008498.0,CLP,Nota de debito - Impuestos por Pagar,CC-003,DOC-001387,2102
2026-05-15,-2185952.0,CLP,Anticipo - Capital,CC-007,DOC-002615,3101
2025-08-10,49967.0,CLP,Regularizacion - Caja,CC-007,DOC-002630,1101
2026-07-18,1465303.0,CLP,Regularizacion - Gastos Administrativos,CC-008,DOC-001845,5102
2026-06-19,1738220.0,CLP,Transferencia interna - Ventas,CC-008,DOC-000939,4101
2026-05-21,-1009833.0,USD,Nomina - Gastos de Venta,CC-006,DOC-002788,5103
2026-06-28,2462477.0,CLP,Cobro cliente - Caja,CC-004,DOC-001249,1101
2026-05-22,2480318.0,CLP,Nomina - Costo de Ventas,CC-001,DOC-000904,5101
2026-06-08,-837403.0,CLP,Anticipo - Capital,CC-001,DOC-002543,3101
2026-06-25,1894703.0,CLP,Nota de credito - Inventario,CC-003,DOC-001279,1301
2026-06-23,2609392.0,CLP,Regularizacion - Costo de Ventas,CC-008,DOC-002402,5101
2026-07-12,2967316.0,CLP,Nota de debito - Inventario,CC-003,DOC-001726,1301
2025-12-11,367621.0,CLP,Nota de debito - Caja,CC-002,DOC-002126,1101
2026-07-06,1008898.0,CLP,Cobro cliente - Bancos,CC-005,DOC-002387,1102
2026-05-28,1880249.0,CLP,Transferencia interna - Costo de Ventas,CC-006,DOC-002042,5101
2026-08-08,-365248.0,USD,Ajuste contable - Capital,CC-001,DOC-001142,3101
2026-06-29,1419458.0,CLP,Compra de mercaderia - Inventario,CC-005,DOC-002381,1301
2026-06-13,1855100.0,CLP,Provision mensual - Proveedores,CC-006,DOC-000706,2101
2026-06-21,-2293651.0,CLP,Compra de mercaderia - Capital,CC-003,DOC-002641,3101
2026-05-15,1805691.0,CLP,Cobro cliente - Gastos Administrativos,CC-003,DOC-001022,5102
2026-08-06,2193714.0,CLP,Cobro cliente - Costo de Ventas,CC-001,DOC-000745,5101
2026-07-13,-2203103.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-008,DOC-001546,2201
2026-08-08,2318238.0,CLP,Regularizacion - Costo de Ventas,CC-003,DOC-002357,5101
2026-05-25,-2120291.0,CLP,Anticipo - Gastos de Venta,CC-001,DOC-002046,5103
2026-01-29,2511745.0,CLP,Transferencia interna - Clientes,CC-001,DOC-000513,1201
2026-06-30,-1015814.0,CLP,Compra de mercaderia - Impuestos por Pagar,CC-007,DOC-000081,
2026-08-05,-2730572.0,CLP,Devolucion - Prestamos Bancarios,CC-008,DOC-002661,2201
2026-06-23,1963489.0,CLP,Nomina - Gastos Administrativos,CC-004,DOC-001308,5102
2026-05-21,-2367539.0,CLP,Compra de mercaderia - Prestamos Bancarios,CC-007,DOC-002495,2201
2026-07-17,-1897903.0,USD,Provision mensual - Impuestos por Pagar,CC-006,DOC-000914,2102
2026-07-19,-771682.0,CLP,Nota de debito - Gastos de Venta,CC-002,DOC-001404,5103
2026-07-05,433523.0,CLP,Nota de debito - Gastos Administrativos,CC-006,DOC-001647,5102
2026-07-25,2774042.0,CLP,Nota de credito - Gastos Administrativos,CC-002,DOC-002760,5102
2026-06-15,-2287084.0,CLP,Ajuste contable - Gastos de Venta,CC-006,DOC-001108,5103
2025-08-08,2629999.0,CLP,Regularizacion - Clientes,CC-005,DOC-000150,1201
2025-12-17,-197906.0,CLP,Devolucion - Prestamos Bancarios,CC-002,DOC-002726,2201
2026-05-21,2800084.0,CLP,Cobro cliente - Proveedores,CC-003,DOC-000774,2101
2026-05-31,654964.0,CLP,Pago de servicios - Costo de Ventas,CC-005,DOC-000329,5101
2026-08-02,142244.0,CLP,Compra de mercaderia - Costo de Ventas,CC-002,DOC-000006,5101
2026-05-14,2714610.0,CLP,Ajuste contable - Clientes,CC-004,DOC-000943,1201
2026-05-15,-2545131.0,CLP,Pago a proveedor - Proveedores,CC-002,DOC-000822,2101
2026-05-18,750045.0,CLP,Ajuste contable - Inventario,CC-007,DOC-000734,1301
2026-08-04,2774960.0,CLP,Nota de debito - Caja,CC-001,DOC-000909,1101
2026-05-28,-2998819.0,USD,Cobro cliente - Capital,CC-004,DOC-000468,3101
2026-05-14,806006.0,CLP,Nota de credito - Costo de Ventas,CC-005,DOC-000181,5101
2026-07-12,989036.0,CLP,Anticipo - Costo de Ventas,CC-001,DOC-000164,5101
2026-08-02,-1412331.0,CLP,Nomina - Impuestos por Pagar,CC-005,DOC-001523,2102
2026-07-24,2340911.0,CLP,Ajuste contable - Bancos,CC-002,DOC-000451,1102
2026-06-02,-799468.0,CLP,Pago a proveedor - Gastos de Venta,CC-007,DOC-000490,5103
2026-08-06,1693098.0,CLP,Devolucion - Inventario,CC-008,DOC-002004,1301
2026-07-10,-2489923.0,CLP,Cobro cliente - Proveedores,CC-006,DOC-001143,2101
2026-06-03,573624.0,CLP,Nota de debito - Proveedores,CC-006,DOC-001311,2101
2026-05-14,-854673.0,CLP,Pago de servicios - Capital,CC-003,DOC-002242,3101
2026-06-18,-1085127.0,CLP,Ajuste contable - Impuestos por Pagar,CC-007,DOC-001111,2102
2026-07-13,966683.0,CLP,Pago de servicios - Costo de Ventas,CC-008,DOC-002854,5101
2026-07-05,964348.0,CLP,Devolucion - Ventas,CC-007,DOC-001977,4101
2026-07-25,2230689.0,CLP,Nomina - Ventas,CC-003,DOC-001441,4101
